pmid	doi	publisher_family	followup_status	journal	title
98355		Unclassified	abstract_only_no_fulltext_candidate	Fertility and sterility	From Fallopius to fantasy.
108177		Unclassified	abstract_only_no_fulltext_candidate	Gastroenterology	Gastric emptying of lipids after ingestion of an homogenized meal.
127609	10.1111/j.1365-2141.1975.tb00526.x	Wiley	abstract_only_with_pdf_candidate	British journal of haematology	Lead and the red cell.
275724	10.1080/00480169.1977.34410	Unclassified	abstract_only_with_pdf_candidate	New Zealand veterinary journal	Aspects of reproduction in New Zealand dairy herds. 2. Calving interval, breeding period and non-pregnancy rates.
300657		Unclassified	abstract_only_no_fulltext_candidate	Ceskoslovenska radiologie	[Isolated varices of the fundus and duodenum of the stomach as a source of bleeding into the digestive tract (author's transl)].
344278		Unclassified	abstract_only_no_fulltext_candidate	Der Hautarzt; Zeitschrift fur Dermatologie, Venerologie, und verwandte Gebiete	[Skin changes in art. I. Examples from the Germanistic National Museum in Nürnberg].
351073	10.1093/infdis/137.5.597	OUP	abstract_only_with_pdf_candidate	The Journal of infectious diseases	A double-blind, controlled trial of levamisole in the treatment of recurrent herpes labialis.
381975		Unclassified	abstract_only_no_fulltext_candidate	The Milbank Memorial Fund quarterly. Health and society	From reform to relativism: commentary.
532633		Unclassified	abstract_only_no_fulltext_candidate	Yao xue xue bao = Acta pharmaceutica Sinica	[Investigations on the influence of L-DOPA on experimental epilepsy (author's transl)].
793818		Unclassified	abstract_only_no_fulltext_candidate	DTW. Deutsche tierarztliche Wochenschrift	[Reproduction problems within the scope of artificial insemination in the horse].
878791		Unclassified	abstract_only_no_fulltext_candidate	Acta chirurgica Iugoslavica	[Results of conservative treatment of malleolar fractures].
952781	10.1111/j.1471-0528.1976.tb00882.x	Wiley	abstract_only_with_pdf_candidate	British journal of obstetrics and gynaecology	Concentrations of free fatty acids in maternal and umbilical cord blood during elective Caesarean section.
983549		Unclassified	abstract_only_no_fulltext_candidate	Zentralblatt fur Bakteriologie, Parasitenkunde, Infektionskrankheiten und Hygiene. Erste Abteilung Originale. Reihe B: Hygiene, praventive Medizin	[Increase of connective tissue in rat hearts under exposure to noise and with magnesium deficiency (author's transl)].
1048253		Unclassified	abstract_only_no_fulltext_candidate	[Hokenfu zasshi] The Japanese journal for public health nurse	[Health problems of workers: the role of public health nursing. A discussion].
1063935		Unclassified	abstract_only_no_fulltext_candidate	The New Zealand medical journal	Letter: Preventing allergies caused by airborne particles.
1081773	10.1055/s-0028-1097016	Unclassified	abstract_only_with_pdf_candidate	Thoraxchirurgie, vaskulare Chirurgie	[Surgical treatment of coronary heart disease (author's transl)].
1157715		Unclassified	abstract_only_no_fulltext_candidate	Deutsche medizinische Wochenschrift (1946)	[Autopsy without consent].
1173537		Unclassified	abstract_only_no_fulltext_candidate	Acta pharmaceutica Suecica	Proceedings: Changes of pharmacokinetic parameters of new antiinflammatory drugs influenced by drug interaction.
1185024		Unclassified	abstract_only_no_fulltext_candidate	The Journal of the Kansas Medical Society	Nail-Patella Syndrome. A report of a Kansas family.
1212191		Unclassified	abstract_only_no_fulltext_candidate	Berliner und Munchener tierarztliche Wochenschrift	[Deep-frozen sperm insemination in the horse: a study under practice stud conditions].
1238435	10.1037/h0077177	Unclassified	abstract_only_with_pdf_candidate	Journal of comparative and physiological psychology	Conspecific aggression in the laboratory rat.
1238438	10.1037/h0077063	Unclassified	abstract_only_with_pdf_candidate	Journal of comparative and physiological psychology	Isolation-induced aggression in newly hatched ducklings.
1265429		Unclassified	abstract_only_no_fulltext_candidate	Sbornik lekarsky	[Effect of asphyxia on respiration and heart rate in the rat under ether anaesthesia, under pentobarbital anaesthesia and after adrenalectomy (ontogenetic aspect) (author's transl)].
1265473	10.1177/003693307502000513	SAGE	abstract_only_with_pdf_candidate	Scottish medical journal	The serum half-life and urine concentrations of cephazolin sodium in patients with terminal renal failure: effect of haemodialysis.
1269394		Unclassified	abstract_only_no_fulltext_candidate	Doklady Akademii nauk SSSR	[Relative effectiveness of fast and intermediate neutrons in causing chromosome aberrations in human lymphocytes].
1270568	10.1093/chromsci/14.6.296	OUP	abstract_only_with_pdf_candidate	Journal of chromatographic science	Constituents of peppers: IV. The hydrocarbons of pepper essential oil.
1328814	10.1111/j.1365-2958.1992.tb01404.x	Wiley	abstract_only_with_pdf_candidate	Molecular microbiology	Activation of a cryptic streptomycin-resistance gene in the Bacteroides erm transposon, Tn4551.
1330820	10.1016/0378-1097(92)90386-3	Wiley	abstract_only_with_pdf_candidate	FEMS microbiology letters	Cloning and nucleotide sequence of the Pseudomonas aeruginosa nfxB gene, conferring resistance to new quinolones.
1406276	10.1111/j.1365-2958.1992.tb01412.x	Wiley	abstract_only_with_pdf_candidate	Molecular microbiology	The plasmid-encoded chloramphenicol-resistance protein of Rhodococcus fascians is homologous to the transmembrane tetracycline efflux proteins.
1451064	10.1002/1097-0142(19921215)70:12<2835::aid-cncr2820701219>3.0.co;2-u	Wiley	abstract_only_with_pdf_candidate	Cancer	Pelvic exenteration for the treatment of vulvar cancer.
1490918	10.1093/jac/30.4.449	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Clinical isolates of Escherichia coli producing TRI beta-lactamases: novel TEM-enzymes conferring resistance to beta-lactamase inhibitors.
1495394	10.1111/j.1365-2958.1992.tb00894.x	Wiley	abstract_only_with_pdf_candidate	Molecular microbiology	Phylogeny of LCR-1 and OXA-5 with class A and class D beta-lactamases.
1508047	10.1111/j.1365-2958.1992.tb01374.x	Wiley	abstract_only_with_pdf_candidate	Molecular microbiology	Characterization of a novel regulatory gene governing the expression of a polyketide synthase gene in Streptomyces ambofaciens.
1569089		Unclassified	abstract_only_no_fulltext_candidate	The Journal of biological chemistry	Identification of a single base change in ribosomal RNA leading to erythromycin resistance.
1612706		Unclassified	abstract_only_no_fulltext_candidate	L' Information dentaire	[Treatment in general practice of a complex periodontitis case].
1662753	10.1111/j.1365-2958.1991.tb00817.x	Wiley	abstract_only_with_pdf_candidate	Molecular microbiology	Site-specific insertion of genes into integrons: role of the 59-base element and determination of the recombination cross-over point.
1662755	10.1111/j.1365-2958.1991.tb00826.x	Wiley	abstract_only_with_pdf_candidate	Molecular microbiology	Evolved neomycin phosphotransferase from an isolate of Klebsiella pneumoniae.
1664906	10.1111/j.1365-2958.1991.tb00798.x	Wiley	abstract_only_with_pdf_candidate	Molecular microbiology	Mutations in the aphA-2 gene of transposon Tn5 mapping within the regions highly conserved in aminoglycoside-phosphotransferases strongly reduce aminoglycoside resistance.
1676919		Unclassified	abstract_only_no_fulltext_candidate	Blood	Expression of the HOX-2.3 homeobox gene in human lymphocytes and lymphoid tissues.
1680143	10.1080/09553009114552451	Unclassified	abstract_only_with_pdf_candidate	International journal of radiation biology	Chromosomal aberration induction in CHO cells by combined exposure to restriction enzymes and X-rays.
1680145	10.1080/09553009114552471	Unclassified	abstract_only_with_pdf_candidate	International journal of radiation biology	Caffeine and D2O medium interact in affecting the expression of radiation-induced potentially lethal damage.
1728454	10.1161/01.cir.85.1.223	Unclassified	abstract_only_with_pdf_candidate	Circulation	Capillary recruitment and pain relief on leg dependency in patients with severe lower limb ischemia.
1730292	10.1016/0014-5793(92)80403-4	Wiley	abstract_only_with_pdf_candidate	FEBS letters	Primary structure of rat pancreatic lipase mRNA.
1737687	10.1111/j.1365-4362.1992.tb03518.x	Wiley	abstract_only_with_pdf_candidate	International journal of dermatology	Differentiation of bullous pemphigoid from epidermolysis bullosa acquisita on frozen skin biopsies.
1804759	10.1016/0378-1097(91)90367-j	Wiley	abstract_only_with_html_candidate	FEMS microbiology letters	Anaerobic degradation of 3-hydroxybenzoate by a newly isolated nitrate-reducing bacterium.
1809836	10.1111/j.1365-2958.1991.tb01852.x	Wiley	abstract_only_with_pdf_candidate	Molecular microbiology	Characterization of an oxytetracycline-resistance gene, otrA, of Streptomyces rimosus.
1839104		Unclassified	abstract_only_no_fulltext_candidate	Zeitschrift fur Kardiologie	[Cardiac peptides and their importance in heart failure].
1850092		Unclassified	abstract_only_no_fulltext_candidate	Molecular pharmacology	2,3,7,8-Tetrachlorodibenzo-p-dioxin stimulation of tyrosine phosphorylation in B lymphocytes: potential role in immunosuppression.
1861992	10.1093/nar/19.14.4000	OUP	abstract_only_with_pdf_candidate	Nucleic acids research	Nucleotide sequence of beta-lactamase regulatory genes from staphylococcal plasmid pI258.
1905805	10.1093/nar/19.12.3453	OUP	abstract_only_with_pdf_candidate	Nucleic acids research	Nucleotide sequence of ermFU, a macrolide-lincosamide-streptogramin (MLS) resistance gene encoding an RNA methylase from the conjugal element of Bacteroides fragilis V503.
1916415		Unclassified	abstract_only_no_fulltext_candidate	Gigiena truda i professional'nye zabolevaniia	[Retrospective analysis of carcinogenic hazards of beta naphthylamine and benzidine production as a stage of an epidemiological study of tumors in workers engaged in aniline dye industry].
2048245		Unclassified	abstract_only_no_fulltext_candidate	Vestnik otorinolaringologii	[Otosurgery in the professional rehabilitation of divers].
2080539		Unclassified	abstract_only_no_fulltext_candidate	Sudebno-meditsinskaia ekspertiza	[The determination of chromium in cadaveric material by using cyclohexanecarboxylic acid].
2083358		Unclassified	abstract_only_no_fulltext_candidate	Biulleten' eksperimental'noi biologii i meditsiny	[Changes in enzyme systems and lipogenesis metabolites in experimental tuberculosis].
2110657	10.1093/nar/18.7.1891	OUP	abstract_only_with_pdf_candidate	Nucleic acids research	Nucleotide sequence of the erythromycin resistance gene from the Corynebacterium plasmid pNG2.
2135985	10.1089/thy.1990.1.55	SAGE	abstract_only_with_pdf_candidate	Thyroid : official journal of the American Thyroid Association	Iodine metabolism.
2163525	10.1093/nar/18.12.3660	OUP	abstract_only_with_pdf_candidate	Nucleic acids research	Nucleotide sequence of the erythromycin resistance gene of the conjugative transposon Tn1545.
2167474	10.1093/nar/18.15.4615	OUP	abstract_only_with_pdf_candidate	Nucleic acids research	PCR cloning of a streptomycin phosphotransferase (aphE) gene from Streptomyces griseus ATCC 12475.
2184088	10.1016/0378-1097(90)90163-k	Wiley	abstract_only_with_pdf_candidate	FEMS microbiology letters	Two novel transferable extended-spectrum beta-lactamases from Klebsiella pneumoniae in Tunisia.
2210622	10.1159/000181463	Unclassified	abstract_only_with_html_candidate	Hormone research	Chronobiology.
2215583	10.1056/NEJM199010183231610	Unclassified	abstract_only_with_pdf_candidate	The New England journal of medicine	Mercury--an element of mystery.
2233091	10.1288/00005537-199011000-00021	Wiley	abstract_only_with_pdf_candidate	The Laryngoscope	Titanium lag-screw osteosynthesis for the restoration of mandibular continuity in mandibular "swing" procedures.
2233255	10.1111/j.1365-2958.1990.tb00696.x	Wiley	abstract_only_with_pdf_candidate	Molecular microbiology	Inducible erythromycin resistance in staphylococci is encoded by a member of the ATP-binding transport super-gene family.
2290816		Unclassified	abstract_only_no_fulltext_candidate	Problemy tuberkuleza	[Experience in the use of the Pneumoscreen apparatus to study the external respiration function in patients with pulmonary tuberculosis].
2301472	10.1002/ajmg.1320350113	Wiley	abstract_only_with_pdf_candidate	American journal of medical genetics	Somatic development in cleidocranial dysplasia.
2311476		Unclassified	abstract_only_no_fulltext_candidate	Developmental pharmacology and therapeutics	The effects of indomethacin on renal function and intracranial hemorrhage in infants with patent ductus arteriosus.
2335200	10.1016/0014-5793(90)80186-m	Wiley	abstract_only_with_pdf_candidate	FEBS letters	A repeated decapeptide motif in the C-terminal domain of the ribosomal RNA methyltransferase from the erythromycin producer Saccharopolyspora erythraea.
2345949		Unclassified	abstract_only_no_fulltext_candidate	The Veterinary record	Intellectual needs of practice.
2358795		Unclassified	abstract_only_no_fulltext_candidate	Journal of clinical chemistry and clinical biochemistry. Zeitschrift fur klinische Chemie und klinische Biochemie	The Reflotron Total Cholesterol assay in heparinized venous and capillary blood.
2399702		Unclassified	abstract_only_no_fulltext_candidate	Vrachebnoe delo	[The functional activity of the natural killers in patients with infectious mononucleosis and other viral infections].
2418587		Unclassified	abstract_only_no_fulltext_candidate	Vnitrni lekarstvi	[The fate of patients with liver metastases].
2459875		Unclassified	abstract_only_no_fulltext_candidate	Acta dermato-venereologica	Fc gamma-receptors and HLA-DR antigens on endothelial cells in psoriatic skin lesions.
2480986		Unclassified	abstract_only_no_fulltext_candidate	Seikagaku. The Journal of Japanese Biochemical Society	[Ribosomal RNA sequencing with reverse transcriptase: its application to the phylogenetic study of cells].
2515104	10.1016/0378-1097(89)90224-3	Wiley	abstract_only_with_html_candidate	FEMS microbiology letters	Nucleotide sequence of the gene encoding the active-site serine beta-lactamase from Actinomadura R39.
2521627		Unclassified	abstract_only_no_fulltext_candidate	The Journal of biological chemistry	Molecular characterization of two point mutants in the chloroplast atpB gene of the green alga Chlamydomonas reinhardtii defective in assembly of the ATP synthase complex.
2568574	10.1111/j.1365-2958.1989.tb00175.x	Wiley	abstract_only_with_pdf_candidate	Molecular microbiology	Characterization and molecular cloning of the PCF8775 CS5 antigen from an enterotoxigenic Escherichia coli 0115:H40 isolated in Central Australia.
2576094	10.1111/j.1365-2958.1989.tb00154.x	Wiley	abstract_only_with_pdf_candidate	Molecular microbiology	Genes for biosynthesis and assembly of CS3 pili of CFA/II enterotoxigenic Escherichia coli: novel regulation of pilus production by bypassing an amber codon.
2602991		Unclassified	abstract_only_no_fulltext_candidate	Soins. Psychiatrie	[Collective reactions in disasters].
2603372	10.1111/j.1532-950x.1990.tb01118.x	Wiley	abstract_only_with_pdf_candidate	Veterinary surgery : VS	Retrospective evaluation of repeat celiotomy in 53 horses with acute gastrointestinal disease.
2624836		Unclassified	abstract_only_no_fulltext_candidate	The British journal of clinical practice	Delayed diagnosis of thyrotoxic heart disease.
2637787		Unclassified	abstract_only_no_fulltext_candidate	The Bulletin of Tokyo Dental College	Quantitative and morphological studies of the trabecular bones in the condyloid processes of the Japanese mandibles; changes due to aging.
2639249		Unclassified	abstract_only_no_fulltext_candidate	Nederlands tijdschrift voor tandheelkunde	[Endodontic treatment of deciduous teeth].
2640906		Unclassified	abstract_only_no_fulltext_candidate	Magnesium research	Role of cadmium and magnesium in pathogenesis of idiopathic dilated cardiomyopathy.
2653124	10.1037//0003-066x.44.2.112	Unclassified	abstract_only_with_pdf_candidate	The American psychologist	Emotions and emotional communication in infants.
2662140	10.1093/nar/17.11.4370	OUP	abstract_only_with_pdf_candidate	Nucleic acids research	Nucleotide sequence of the sulfonamide resistance gene from plasmid R46.
2667426		Unclassified	abstract_only_no_fulltext_candidate	Annales de pediatrie	[Neutropenias in children].
2674553		Unclassified	abstract_only_no_fulltext_candidate	Lymphokine research	Differential expression of cytokine mRNAs in human cell lines.
2716164		Unclassified	abstract_only_no_fulltext_candidate	JAMA	HIV infection following motor vehicle trauma in central Africa.
2719171		Unclassified	abstract_only_no_fulltext_candidate	Akusherstvo i ginekologiia	[Estrogen- and progesterone receptor systems in the endometrium in patients with "minor" forms of endometriosis].
2779921		Unclassified	abstract_only_no_fulltext_candidate	Nursing management	Change-of-shift report: put it in writing!
2786828	10.1111/j.1574-6968.1989.tb03080.x	Wiley	abstract_only_with_pdf_candidate	FEMS microbiology letters	Novel carbenicillin-hydrolyzing beta-lactamase (CARB-5) from Acinetobacter calcoaceticus var. anitratus.
2791598	10.1097/00003246-198911000-00017	Unclassified	abstract_only_with_html_candidate	Critical care medicine	Continuous arteriovenous hemofiltration in experimental iron intoxication.
2823223	10.1093/nar/15.19.8111	OUP	abstract_only_with_pdf_candidate	Nucleic acids research	The nucleotide sequence of an aminoglycoside 3'-phosphotransferase gene from E. coli.
2845583	10.1126/science.2845583	Unclassified	abstract_only_with_pdf_candidate	Science (New York, N.Y.)	Single subunits of the GABAA receptor form ion channels with properties of the native receptor.
2846986	10.1111/j.1365-2958.1988.tb00070.x	Wiley	abstract_only_with_pdf_candidate	Molecular microbiology	Nucleotide sequence of Acinetobacter baumannii aphA-6 gene: evolutionary and functional implications of sequence homologies with nucleotide-binding proteins, kinases and other aminoglycoside-modifying enzymes.
2865832		Unclassified	abstract_only_no_fulltext_candidate	Thymus	Separation and characterization of rat thymocyte subpopulations.
2888092	10.1093/nar/15.16.6766	OUP	abstract_only_with_pdf_candidate	Nucleic acids research	SacI RFLP in the human von Willebrand factor gene.
2909118	10.1148/radiology.170.1.2909118	Unclassified	abstract_only_with_pdf_candidate	Radiology	Normal collecting ducts: visualization at urography.
2925929	10.1097/00004728-198903000-00034	Unclassified	abstract_only_with_html_candidate	Journal of computer assisted tomography	Pulmonary CT findings in Behçet disease.
2950026		Unclassified	abstract_only_no_fulltext_candidate	Gigiena i sanitariia	[Scientific basis of the hygienic requirements for the siting, design and construction of commercial pig farm complexes].
2954074		Unclassified	abstract_only_no_fulltext_candidate	Presse medicale (Paris, France : 1983)	[Taurine in clinical nutrition].
2971285		Unclassified	abstract_only_no_fulltext_candidate	Vestnik khirurgii imeni I. I. Grekova	[An optical method of evaluating intramural blood flow during laparoscopy].
3013353		Unclassified	abstract_only_no_fulltext_candidate	British journal of hospital medicine	Reducing the mortality from breast cancer.
3014109	10.1111/j.1600-079x.1986.tb00732.x	Wiley	abstract_only_with_pdf_candidate	Journal of pineal research	Diurnal variations of benzodiazepine binding in rat cerebral cortex: disruption by pinealectomy.
3023308	10.1093/oxfordjournals.jbchem.a121728	OUP	abstract_only_with_pdf_candidate	Journal of biochemistry	NAD-glycohydrolase activity of botulinum C2 toxin: a possible role of component I in the mode of action of the toxin.
3024754		Unclassified	abstract_only_no_fulltext_candidate	Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie	Evaluation of the effects induced by four opiate drugs, with different affinities to opioid receptor subtypes, on anterior pituitary LH, TSH, PRL and GH secretion and on cortisol secretion in normal men.
3037134		Unclassified	abstract_only_no_fulltext_candidate	Gan no rinsho. Japan journal of cancer clinics	[Amplification of oncogene N-myc in human neuroblastomas].
3039525		Unclassified	abstract_only_no_fulltext_candidate	Progress in clinical and biological research	Leukotrienes as mediators in endotoxin shock and tissue trauma.
3039526		Unclassified	abstract_only_no_fulltext_candidate	Progress in clinical and biological research	Generation of leukotrienes in polytraumatic patients with adult respiratory distress syndrome (ARDS).
3055178	10.1093/clinids/10.4.860	OUP	abstract_only_with_pdf_candidate	Reviews of infectious diseases	Plasmid-mediated beta-lactamase (TEM-7) involved in resistance to ceftazidime and aztreonam.
3104084	10.1016/0014-5793(87)81486-2	Wiley	abstract_only_with_pdf_candidate	FEBS letters	Possible involvement of prostaglandins in vasoconstriction induced by zymosan and arachidonic acid in the perfused rat liver.
3122588	10.1152/ajpheart.1987.253.6.H1342	Unclassified	abstract_only_with_pdf_candidate	The American journal of physiology	Cerebral blood flow autoregulation during intracranial hypertension in hypoxic lambs.
3176214		Unclassified	abstract_only_no_fulltext_candidate	Der Urologe. Ausg. A	[Obstructive nephropathy; kidney function and renal excretion of prostaglandin (E)2 and Thromboxane B(2) following percutaneous decompression nephropyelostomy].
3187374	10.3109/01050398809070700	Unclassified	abstract_only_with_pdf_candidate	Scandinavian audiology	Phase-intensity effects on the ABR.
3199239	10.1002/jemt.1060090302	Wiley	abstract_only_with_pdf_candidate	Journal of electron microscopy technique	Transmission and scanning electron microscopy of the kidney: Part II.
3228438		Unclassified	abstract_only_no_fulltext_candidate	Beitrage zur Orthopadie und Traumatologie	[Results following surgical treatment of fresh ligament injuries of the outer ankle joint].
3228439		Unclassified	abstract_only_no_fulltext_candidate	Beitrage zur Orthopadie und Traumatologie	[Work capacity following operations for lumbar intervertebral disk displacements with special reference to sex specific differences].
3243246	10.1002/elps.1150090907	Wiley	abstract_only_with_pdf_candidate	Electrophoresis	A new sample applicator for isoelectric focusing in horizontal polyacrylamide gels.
3262518	10.1002/eji.1830180902	Wiley	abstract_only_with_pdf_candidate	European journal of immunology	Secondary antibody responses to thymus-independent antigens. Decline and life-span of memory.
3268379		Unclassified	abstract_only_no_fulltext_candidate	Le Chirurgien-dentiste de France	[Implications of restorative dentistry on periodontal health].
3284801		Unclassified	abstract_only_no_fulltext_candidate	Histopathology	Malignant lymphoma presenting as an isolated renal mass.
3316146	10.1093/jac/20.3.323	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Transferable resistance to third-generation cephalosporins in clinical isolates of Klebsiella pneumoniae: identification of CTX-1, a novel beta-lactamase.
3328786		Unclassified	abstract_only_no_fulltext_candidate	Journal de radiologie	[Iodine, the thyroid and the radiologist].
3336758		Unclassified	abstract_only_no_fulltext_candidate	RN	The very best job a nurse ever had.
3344217	10.1093/nar/16.3.1216	OUP	abstract_only_with_pdf_candidate	Nucleic acids research	The nucleotide sequence of the tetracycline resistance determinant tetM from Ureaplasma urealyticum.
3415441		Unclassified	abstract_only_no_fulltext_candidate	Archives of pathology & laboratory medicine	Production of a positive direct antiglobulin test due to suramin.
3429069	10.3109/10826088709027469	Unclassified	abstract_only_with_pdf_candidate	The International journal of the addictions	Gambling addictions, arousal, and an affective/decision-making explanation of behavioral reversions or relapses.
3433928		Unclassified	abstract_only_no_fulltext_candidate	Zhurnal vysshei nervnoi deiatelnosti imeni I P Pavlova	[Duration of trace processes in the neocortex of rabbits].
3439572		Unclassified	abstract_only_no_fulltext_candidate	Akusherstvo i ginekologiia	[Complex continuous urethrocystometry in the examination of women with stress-induced urinary incontinence].
3465918		Unclassified	abstract_only_no_fulltext_candidate	Journal (Indiana Dental Association)	Mouth to mask resuscitation in the dental office.
3482662	10.1177/172460088700200311	SAGE	abstract_only_with_pdf_candidate	The International journal of biological markers	Value of CA 19-9 assay in serum and duodenal juice in the differential diagnosis of pancreatic disease.
3508042		Unclassified	abstract_only_no_fulltext_candidate	Archivum immunologiae et therapiae experimentalis	ADCC in aging rats with methylcholanthrene-induced sarcoma (MC-Sa).
3518455	10.1002/ajmg.1320240129	Wiley	abstract_only_with_pdf_candidate	American journal of medical genetics	Are there "innocent" amniotic bands?
3520871		Unclassified	abstract_only_no_fulltext_candidate	Sovetskaia meditsina	[Complications of hemosorption and the methods of their prevention].
3533626	10.1016/0014-5793(86)80014-x	Wiley	abstract_only_with_pdf_candidate	FEBS letters	Close evolutionary relationship between the chromosomally encoded beta-lactamase gene of Klebsiella pneumoniae and the TEM beta-lactamase gene mediated by R plasmids.
3536947		Unclassified	abstract_only_no_fulltext_candidate	The Journal of cardiovascular surgery	Wound colonisation following cardiac surgery. Reduction by adjuvant use of preincisional, presternal antibiotic infiltration: a double blind prospective randomised study.
3558828	10.1080/01971528708063054	Unclassified	abstract_only_with_pdf_candidate	Journal of immunoassay	Solid phase enzyme immunoassays of pertussis toxin using peroxidase or biotin labelled antibodies.
3564765		Unclassified	abstract_only_no_fulltext_candidate	Zentralblatt fur Neurochirurgie	[Neurosurgical aspects of arachnoid cysts].
3598023	10.1080/07315724.1987.10720187	Unclassified	abstract_only_with_pdf_candidate	Journal of the American College of Nutrition	The effects of acute clostridium difficile diarrhea on fecal nitrogen content in adult hospitalized patients.
3673532	10.3109/17453678709146361	Unclassified	abstract_only_with_pdf_candidate	Acta orthopaedica Scandinavica	Presence of macrophages at the bone-cement interface of stable hip arthroplasty components.
3691874		Unclassified	abstract_only_no_fulltext_candidate	Fiziologicheskii zhurnal	[Effect of antihypoxic agents on the contractile activity of the uterus and its metabolism].
3725547	10.1353/pbm.1986.0060	Unclassified	abstract_only_with_html_candidate	Perspectives in biology and medicine	A tradition of international cooperation in immunology.
3735841		Unclassified	abstract_only_no_fulltext_candidate	Nihon Kyobu Shikkan Gakkai zasshi	[A case of diffuse pulmonary hemorrhage possibly caused by cephem antibiotics].
3805269		Unclassified	abstract_only_no_fulltext_candidate	Journal of public health policy	British general practice: perspectives on the home visit.
3876328	10.1093/jac/16.1.7	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Multiple antibiotic resistance plasmids in Enterobacteriaceae isolated from diarrhoeal specimens of hospitalized children in Indonesia.
3876949	10.1016/0014-5793(85)80989-3	Wiley	abstract_only_with_pdf_candidate	FEBS letters	Sequence of the OXA2 beta-lactamase: comparison with other penicillin-reactive enzymes.
7565113	10.1111/j.1365-2958.1995.tb02417.x	Wiley	abstract_only_with_pdf_candidate	Molecular microbiology	Molecular genetics of the chloramphenicol-resistance transposon Tn4451 from Clostridium perfringens: the TnpX site-specific recombinase excises a circular transposon molecule.
7590165	10.1111/j.1574-6968.1995.tb07810.x	Wiley	abstract_only_with_pdf_candidate	FEMS microbiology letters	A novel gyrB mutation in a fluoroquinolone-resistant clinical isolate of Salmonella typhimurium.
7706167	10.1093/jac/34.5.715	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Nucleotide sequence and genetic analysis of the type Ib trimethoprim-resistant, Tn4132-encoded dihydrofolate reductase.
7830580	10.1111/j.1365-2958.1994.tb01297.x	Wiley	abstract_only_with_pdf_candidate	Molecular microbiology	Neisseria gonorrhoeae acquires mutations in analogous regions of gyrA and parC in fluoroquinolone-resistant isolates.
8001769	10.1016/0378-1097(94)90331-x	Wiley	abstract_only_with_html_candidate	FEMS microbiology letters	Characterization of the aac(6')-Ik gene of Acinetobacter sp. 6.
8056285	10.1111/j.1574-6968.1994.tb07000.x	Wiley	abstract_only_with_pdf_candidate	FEMS microbiology letters	Characterization of the sat4 gene encoding a streptothricin acetyltransferase in Campylobacter coli BE/G4.
8065266	10.1111/j.1365-2958.1994.tb01037.x	Wiley	abstract_only_with_pdf_candidate	Molecular microbiology	Transcription and expression analysis, using lacZ and phoA gene fusions, of Mycobacterium fortuitum beta-lactamase genes cloned from a natural isolate and a high-level beta-lactamase producer.
8170402	10.1111/j.1365-2958.1994.tb00320.x	Wiley	abstract_only_with_pdf_candidate	Molecular microbiology	The Clostridium perfringens Tet P determinant comprises two overlapping genes: tetA(P), which mediates active tetracycline efflux, and tetB(P), which is related to the ribosomal protection family of tetracycline-resistance determinants.
8326867	10.1111/j.1365-2958.1993.tb01601.x	Wiley	abstract_only_with_pdf_candidate	Molecular microbiology	Streptomyces antibioticus contains at least three oleandomycin-resistance determinants, one of which shows similarity with proteins of the ABC-transporter superfamily.
8534971	10.1271/bbb.59.1835	OUP	abstract_only_with_pdf_candidate	Bioscience, biotechnology, and biochemistry	A self-defense gene homologous to tetracycline effluxing gene essential for antibiotic production in Streptomyces aureofaciens.
8537283	10.1093/jac/36.1.41	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Sequence analysis of two chromosomally mediated inducible beta-lactamases from Aeromonas sobria, strain 163a, one a class D penicillinase, the other an AmpC cephalosporinase.
8577249	10.1111/j.1365-2958.1995.tb02338.x	Wiley	abstract_only_with_pdf_candidate	Molecular microbiology	Molecular characterization of the lincomycin-production gene cluster of Streptomyces lincolnensis 78-11.
8586268	10.1111/j.1574-6968.1995.tb07938.x	Wiley	abstract_only_with_pdf_candidate	FEMS microbiology letters	Molecular characterisation by PCR-restriction fragment length polymorphism of TEM beta-lactamases.
8595862	10.1111/j.1574-6968.1996.tb07994.x	Wiley	abstract_only_with_pdf_candidate	FEMS microbiology letters	Characterization of conjugative transposon Tn5251 of Streptococcus pneumoniae.
8674992	10.1111/j.1574-6968.1996.tb08207.x	Wiley	abstract_only_with_pdf_candidate	FEMS microbiology letters	Characterization of a novel SHV beta-lactamase variant that resembles the SHV-5 enzyme.
8900063	10.1111/j.1574-6968.1996.tb08530.x	Wiley	abstract_only_with_pdf_candidate	FEMS microbiology letters	Cloning and nucleotide sequence of the mphB gene for macrolide 2'-phosphotransferase II in Escherichia coli.
8971709	10.1046/j.1365-2958.1996.01521.x	Wiley	abstract_only_with_pdf_candidate	Molecular microbiology	Molecular cloning and functional analysis of a novel macrolide-resistance determinant, mefA, from Streptococcus pyogenes.
9066104	10.1111/j.1574-6968.1997.tb10260.x	Wiley	abstract_only_with_pdf_candidate	FEMS microbiology letters	Cloning and sequencing of the gene encoding the AmpC beta-lactamase of Morganella morganii.
